Interval,Section No.,Pin Torque,Pin Speed,Lot,Parent,waferID,chamber
0.70,2,-197.50,-37.50,D514RH20,GTA511,[1-06],PM6
0.71,2,-191.25,-38.75,D514RH20,GTA511,[1-06],PM6
0.72,2,-190.00,-41.25,D514RH20,GTA511,[1-06],PM6
0.73,2,-186.25,-37.50,D514RH20,GTA511,[1-06],PM6
0.74,2,-197.50,-36.25,D514RH20,GTA511,[1-06],PM6
0.75,2,-201.25,-36.25,D514RH20,GTA511,[1-06],PM6
0.76,2,-192.50,-41.25,D514RH20,GTA511,[1-06],PM6
0.77,2,-182.50,-43.75,D514RH20,GTA511,[1-06],PM6
0.78,2,-180.00,-37.50,D514RH20,GTA511,[1-06],PM6
0.79,2,-178.75,-40.00,D514RH20,GTA511,[1-06],PM6
0.80,2,-185.00,-33.75,D514RH20,GTA511,[1-06],PM6
0.81,2,-188.75,-36.25,D514RH20,GTA511,[1-06],PM6
0.82,2,-208.75,-26.25,D514RH20,GTA511,[1-06],PM6
0.83,2,-217.50,-38.75,D514RH20,GTA511,[1-06],PM6
0.84,2,-172.50,-51.25,D514RH20,GTA511,[1-06],PM6
0.85,2,-165.00,-42.50,D514RH20,GTA511,[1-06],PM6
0.86,2,-180.00,-36.25,D514RH20,GTA511,[1-06],PM6
0.87,2,-173.75,-37.50,D514RH20,GTA511,[1-06],PM6
0.88,2,-171.25,-36.25,D514RH20,GTA511,[1-06],PM6
0.89,2,-183.75,-33.75,D514RH20,GTA511,[1-06],PM6
0.90,2,-187.50,-36.25,D514RH20,GTA511,[1-06],PM6
0.91,2,-200.00,-31.25,D514RH20,GTA511,[1-06],PM6
0.92,2,-207.50,-36.25,D514RH20,GTA511,[1-06],PM6
0.93,2,-230.00,-30.00,D514RH20,GTA511,[1-06],PM6
0.94,2,-202.50,-47.50,D514RH20,GTA511,[1-06],PM6
0.95,2,-176.25,-50.00,D514RH20,GTA511,[1-06],PM6
0.96,2,-193.75,-33.75,D514RH20,GTA511,[1-06],PM6
0.97,2,-197.50,-37.50,D514RH20,GTA511,[1-06],PM6
0.98,2,-193.75,-36.25,D514RH20,GTA511,[1-06],PM6
0.99,2,-190.00,-41.25,D514RH20,GTA511,[1-06],PM6
1.00,2,-182.50,-40.00,D514RH20,GTA511,[1-06],PM6
1.01,2,-186.25,-36.25,D514RH20,GTA511,[1-06],PM6
1.02,2,-188.75,-37.50,D514RH20,GTA511,[1-06],PM6
1.03,2,-186.25,-36.25,D514RH20,GTA511,[1-06],PM6
1.04,2,-195.00,-35.00,D514RH20,GTA511,[1-06],PM6
1.05,2,-186.25,-37.50,D514RH20,GTA511,[1-06],PM6
1.06,2,-193.75,-38.75,D514RH20,GTA511,[1-06],PM6
1.07,2,-213.75,-27.50,D514RH20,GTA511,[1-06],PM6
1.08,2,-266.25,-22.50,D514RH20,GTA511,[1-06],PM6
1.09,2,-228.75,-51.25,D514RH20,GTA511,[1-06],PM6
1.10,2,-193.75,-52.50,D514RH20,GTA511,[1-06],PM6
1.11,2,-186.25,-46.25,D514RH20,GTA511,[1-06],PM6
1.12,2,-203.75,-33.75,D514RH20,GTA511,[1-06],PM6
1.13,2,-207.50,-36.25,D514RH20,GTA511,[1-06],PM6
1.14,2,-221.25,-31.25,D514RH20,GTA511,[1-06],PM6
1.15,2,-221.25,-37.50,D514RH20,GTA511,[1-06],PM6
1.16,2,-218.75,-40.00,D514RH20,GTA511,[1-06],PM6
1.17,2,-226.25,-38.75,D514RH20,GTA511,[1-06],PM6
1.18,2,-266.25,-18.75,D514RH20,GTA511,[1-06],PM6
1.19,2,-366.25,-7.50,D514RH20,GTA511,[1-06],PM6
1.20,2,-348.75,-52.50,D514RH20,GTA511,[1-06],PM6
1.21,2,-250.00,-75.00,D514RH20,GTA511,[1-06],PM6
1.22,2,-248.75,-52.50,D514RH20,GTA511,[1-06],PM6
1.23,2,-255.00,-41.25,D514RH20,GTA511,[1-06],PM6
1.24,2,-373.75,0.00,D514RH20,GTA511,[1-06],PM6
1.25,2,-350.00,-43.75,D514RH20,GTA511,[1-06],PM6
1.26,2,-283.75,-58.75,D514RH20,GTA511,[1-06],PM6
1.27,2,-277.50,-51.25,D514RH20,GTA511,[1-06],PM6
1.28,2,-253.75,-48.75,D514RH20,GTA511,[1-06],PM6
1.29,2,-268.75,-31.25,D514RH20,GTA511,[1-06],PM6
1.30,2,-271.25,-37.50,D514RH20,GTA511,[1-06],PM6
1.31,2,-278.75,-30.00,D514RH20,GTA511,[1-06],PM6
1.32,2,-283.75,-36.25,D514RH20,GTA511,[1-06],PM6
1.33,2,-261.25,-41.25,D514RH20,GTA511,[1-06],PM6
1.34,2,-376.25,1.25,D514RH20,GTA511,[1-06],PM6
1.35,2,-456.25,-3.75,D514RH20,GTA511,[1-06],PM6
1.36,2,-403.75,-68.75,D514RH20,GTA511,[1-06],PM6
1.37,2,-263.75,-85.00,D514RH20,GTA511,[1-06],PM6
1.38,2,-253.75,-62.50,D514RH20,GTA511,[1-06],PM6
1.39,2,-313.75,-10.00,D514RH20,GTA511,[1-06],PM6
1.40,2,-368.75,-23.75,D514RH20,GTA511,[1-06],PM6
1.41,2,-297.50,-53.75,D514RH20,GTA511,[1-06],PM6
1.42,2,-265.00,-50.00,D514RH20,GTA511,[1-06],PM6
1.43,2,-265.00,-40.00,D514RH20,GTA511,[1-06],PM6
1.44,2,-252.50,-35.00,D514RH20,GTA511,[1-06],PM6
1.45,2,-320.00,-23.75,D514RH20,GTA511,[1-06],PM6
1.46,2,-271.25,-45.00,D514RH20,GTA511,[1-06],PM6
1.47,2,-258.75,-43.75,D514RH20,GTA511,[1-06],PM6
1.48,2,-242.50,-42.50,D514RH20,GTA511,[1-06],PM6
1.49,2,-266.25,-28.75,D514RH20,GTA511,[1-06],PM6
1.50,2,-242.50,-42.50,D514RH20,GTA511,[1-06],PM6
1.51,2,-246.25,-37.50,D514RH20,GTA511,[1-06],PM6
1.52,2,-253.75,-32.50,D514RH20,GTA511,[1-06],PM6
1.53,2,-273.75,-31.25,D514RH20,GTA511,[1-06],PM6
1.54,2,-265.00,-40.00,D514RH20,GTA511,[1-06],PM6
1.55,2,-248.75,-43.75,D514RH20,GTA511,[1-06],PM6
1.56,2,-253.75,-36.25,D514RH20,GTA511,[1-06],PM6
1.57,2,-272.50,-31.25,D514RH20,GTA511,[1-06],PM6
1.58,2,-271.25,-38.75,D514RH20,GTA511,[1-06],PM6
1.59,2,-258.75,-42.50,D514RH20,GTA511,[1-06],PM6
1.60,2,-257.50,-38.75,D514RH20,GTA511,[1-06],PM6
1.61,2,-240.00,-47.50,D514RH20,GTA511,[1-06],PM6
1.62,2,-227.50,-41.25,D514RH20,GTA511,[1-06],PM6
1.63,2,-243.75,-31.25,D514RH20,GTA511,[1-06],PM6
1.64,2,-257.50,-32.50,D514RH20,GTA511,[1-06],PM6
1.65,2,-242.50,-41.25,D514RH20,GTA511,[1-06],PM6
1.66,2,-227.50,-42.50,D514RH20,GTA511,[1-06],PM6
1.67,2,-227.50,-36.25,D514RH20,GTA511,[1-06],PM6
1.68,2,-233.75,-37.50,D514RH20,GTA511,[1-06],PM6
1.69,2,-236.25,-35.00,D514RH20,GTA511,[1-06],PM6
1.70,2,-233.75,-37.50,D514RH20,GTA511,[1-06],PM6
1.71,2,-237.50,-37.50,D514RH20,GTA511,[1-06],PM6
1.72,2,-235.00,-40.00,D514RH20,GTA511,[1-06],PM6
1.73,2,-223.75,-41.25,D514RH20,GTA511,[1-06],PM6
1.74,2,-220.00,-40.00,D514RH20,GTA511,[1-06],PM6
1.75,2,-238.75,-31.25,D514RH20,GTA511,[1-06],PM6
1.76,2,-235.00,-40.00,D514RH20,GTA511,[1-06],PM6
1.77,2,-222.50,-42.50,D514RH20,GTA511,[1-06],PM6
1.78,2,-215.00,-40.00,D514RH20,GTA511,[1-06],PM6
1.79,2,-217.50,-40.00,D514RH20,GTA511,[1-06],PM6
1.80,2,-252.50,-25.00,D514RH20,GTA511,[1-06],PM6
1.81,2,-212.50,-46.25,D514RH20,GTA511,[1-06],PM6
1.82,2,-216.25,-40.00,D514RH20,GTA511,[1-06],PM6
1.83,2,-202.50,-43.75,D514RH20,GTA511,[1-06],PM6
1.84,2,-205.00,-37.50,D514RH20,GTA511,[1-06],PM6
1.85,2,-206.25,-36.25,D514RH20,GTA511,[1-06],PM6
1.86,2,-203.75,-38.75,D514RH20,GTA511,[1-06],PM6
1.87,2,-213.75,-31.25,D514RH20,GTA511,[1-06],PM6
1.88,2,-216.25,-37.50,D514RH20,GTA511,[1-06],PM6
1.89,2,-205.00,-41.25,D514RH20,GTA511,[1-06],PM6
1.90,2,-260.00,-13.75,D514RH20,GTA511,[1-06],PM6
1.91,2,-291.25,-28.75,D514RH20,GTA511,[1-06],PM6
1.92,2,-211.25,-62.50,D514RH20,GTA511,[1-06],PM6
1.93,2,-206.25,-47.50,D514RH20,GTA511,[1-06],PM6
1.94,2,-191.25,-45.00,D514RH20,GTA511,[1-06],PM6
1.95,2,-186.25,-38.75,D514RH20,GTA511,[1-06],PM6
1.96,2,-198.75,-33.75,D514RH20,GTA511,[1-06],PM6
1.97,2,-193.75,-35.00,D514RH20,GTA511,[1-06],PM6
1.98,2,-202.50,-33.75,D514RH20,GTA511,[1-06],PM6
1.99,2,-198.75,-38.75,D514RH20,GTA511,[1-06],PM6
2.00,2,-198.75,-32.50,D514RH20,GTA511,[1-06],PM6
2.01,2,-275.00,-15.00,D514RH20,GTA511,[1-06],PM6
2.02,2,-228.75,-53.75,D514RH20,GTA511,[1-06],PM6
2.03,2,-186.25,-52.50,D514RH20,GTA511,[1-06],PM6
2.04,2,-188.75,-45.00,D514RH20,GTA511,[1-06],PM6
2.05,2,-195.00,-40.00,D514RH20,GTA511,[1-06],PM6
2.06,2,-177.50,-38.75,D514RH20,GTA511,[1-06],PM6
2.07,2,-201.25,-31.25,D514RH20,GTA511,[1-06],PM6
2.08,2,-201.25,-35.00,D514RH20,GTA511,[1-06],PM6
2.09,2,-203.75,-35.00,D514RH20,GTA511,[1-06],PM6
2.10,2,-201.25,-40.00,D514RH20,GTA511,[1-06],PM6
2.11,2,-233.75,-20.00,D514RH20,GTA511,[1-06],PM6
2.12,2,-280.00,-28.75,D514RH20,GTA511,[1-06],PM6
2.13,2,-195.00,-62.50,D514RH20,GTA511,[1-06],PM6
2.14,2,-195.00,-46.25,D514RH20,GTA511,[1-06],PM6
2.15,2,-187.50,-42.50,D514RH20,GTA511,[1-06],PM6
2.16,2,-187.50,-42.50,D514RH20,GTA511,[1-06],PM6
2.17,2,-182.50,-35.00,D514RH20,GTA511,[1-06],PM6
2.18,2,-191.25,-36.25,D514RH20,GTA511,[1-06],PM6
2.19,2,-200.00,-31.25,D514RH20,GTA511,[1-06],PM6
2.20,2,-216.25,-31.25,D514RH20,GTA511,[1-06],PM6
2.21,2,-208.75,-40.00,D514RH20,GTA511,[1-06],PM6
2.22,2,-273.75,-15.00,D514RH20,GTA511,[1-06],PM6
2.23,2,-251.25,-51.25,D514RH20,GTA511,[1-06],PM6
2.24,2,-193.75,-55.00,D514RH20,GTA511,[1-06],PM6
2.25,2,-208.75,-41.25,D514RH20,GTA511,[1-06],PM6
2.26,2,-202.50,-38.75,D514RH20,GTA511,[1-06],PM6
2.27,2,-200.00,-42.50,D514RH20,GTA511,[1-06],PM6
2.28,2,-193.75,-37.50,D514RH20,GTA511,[1-06],PM6
2.29,2,-201.25,-32.50,D514RH20,GTA511,[1-06],PM6
2.30,2,-226.25,-30.00,D514RH20,GTA511,[1-06],PM6
2.31,2,-211.25,-41.25,D514RH20,GTA511,[1-06],PM6
2.32,2,-210.00,-37.50,D514RH20,GTA511,[1-06],PM6
2.33,2,-222.50,-37.50,D514RH20,GTA511,[1-06],PM6
2.34,2,-205.00,-41.25,D514RH20,GTA511,[1-06],PM6
2.35,2,-217.50,-35.00,D514RH20,GTA511,[1-06],PM6
2.36,2,-233.75,-33.75,D514RH20,GTA511,[1-06],PM6
2.37,2,-222.50,-40.00,D514RH20,GTA511,[1-06],PM6
2.38,2,-230.00,-36.25,D514RH20,GTA511,[1-06],PM6
2.39,2,-217.50,-31.25,D514RH20,GTA511,[1-06],PM6
2.40,2,-215.00,-13.75,D514RH20,GTA511,[1-06],PM6
2.41,2,-222.50,-1.25,D514RH20,GTA511,[1-06],PM6
2.42,2,-228.75,2.50,D514RH20,GTA511,[1-06],PM6
2.43,2,-231.25,3.75,D514RH20,GTA511,[1-06],PM6
2.44,2,-232.50,6.25,D514RH20,GTA511,[1-06],PM6
2.45,2,-228.75,7.50,D514RH20,GTA511,[1-06],PM6
2.46,2,-223.75,7.50,D514RH20,GTA511,[1-06],PM6
2.47,2,-223.75,10.00,D514RH20,GTA511,[1-06],PM6
2.48,2,-223.75,11.25,D514RH20,GTA511,[1-06],PM6
2.49,2,-222.50,12.50,D514RH20,GTA511,[1-06],PM6
2.50,2,-221.25,12.50,D514RH20,GTA511,[1-06],PM6
2.51,2,-215.00,13.75,D514RH20,GTA511,[1-06],PM6
2.52,2,-208.75,15.00,D514RH20,GTA511,[1-06],PM6
2.53,2,-206.25,16.25,D514RH20,GTA511,[1-06],PM6
2.54,2,-200.00,16.25,D514RH20,GTA511,[1-06],PM6
2.55,2,-196.25,16.25,D514RH20,GTA511,[1-06],PM6
2.56,2,-191.25,17.50,D514RH20,GTA511,[1-06],PM6
2.57,2,-187.50,17.50,D514RH20,GTA511,[1-06],PM6
2.58,2,-182.50,18.75,D514RH20,GTA511,[1-06],PM6
2.59,2,-178.75,18.75,D514RH20,GTA511,[1-06],PM6
2.60,2,-172.50,20.00,D514RH20,GTA511,[1-06],PM6
2.61,2,-168.75,20.00,D514RH20,GTA511,[1-06],PM6
2.62,2,-165.00,20.00,D514RH20,GTA511,[1-06],PM6
2.63,2,-162.50,18.75,D514RH20,GTA511,[1-06],PM6
2.64,2,-157.50,18.75,D514RH20,GTA511,[1-06],PM6
2.65,2,-153.75,18.75,D514RH20,GTA511,[1-06],PM6
2.66,2,-150.00,18.75,D514RH20,GTA511,[1-06],PM6
2.67,2,-146.25,18.75,D514RH20,GTA511,[1-06],PM6
2.68,2,-142.50,18.75,D514RH20,GTA511,[1-06],PM6
2.69,2,-138.75,18.75,D514RH20,GTA511,[1-06],PM6
2.70,2,-135.00,18.75,D514RH20,GTA511,[1-06],PM6
2.71,2,-131.25,18.75,D514RH20,GTA511,[1-06],PM6
2.72,2,-127.50,18.75,D514RH20,GTA511,[1-06],PM6
2.73,2,-123.75,20.00,D514RH20,GTA511,[1-06],PM6
2.74,2,-120.00,18.75,D514RH20,GTA511,[1-06],PM6
2.75,2,-116.25,18.75,D514RH20,GTA511,[1-06],PM6
2.76,2,-112.50,18.75,D514RH20,GTA511,[1-06],PM6
2.77,2,-110.00,18.75,D514RH20,GTA511,[1-06],PM6
2.78,2,-106.25,18.75,D514RH20,GTA511,[1-06],PM6
2.79,2,-103.75,20.00,D514RH20,GTA511,[1-06],PM6
2.80,2,-100.00,20.00,D514RH20,GTA511,[1-06],PM6
2.81,3,-101.25,17.50,D514RH20,GTA511,[1-06],PM6
2.82,3,-103.75,18.75,D514RH20,GTA511,[1-06],PM6
2.83,3,-117.50,18.75,D514RH20,GTA511,[1-06],PM6
2.84,3,-145.00,17.50,D514RH20,GTA511,[1-06],PM6
2.85,3,-191.25,16.25,D514RH20,GTA511,[1-06],PM6
2.86,3,-245.00,7.50,D514RH20,GTA511,[1-06],PM6
2.87,3,-263.75,-18.75,D514RH20,GTA511,[1-06],PM6
2.88,3,-263.75,-43.75,D514RH20,GTA511,[1-06],PM6
2.89,3,-263.75,-67.50,D514RH20,GTA511,[1-06],PM6
2.90,3,-282.50,-85.00,D514RH20,GTA511,[1-06],PM6
2.91,3,-377.50,-75.00,D514RH20,GTA511,[1-06],PM6
2.92,3,-312.50,-161.25,D514RH20,GTA511,[1-06],PM6
2.93,3,-312.50,-187.50,D514RH20,GTA511,[1-06],PM6
2.94,3,-342.50,-208.75,D514RH20,GTA511,[1-06],PM6
2.95,3,-358.75,-252.50,D514RH20,GTA511,[1-06],PM6
2.96,3,-363.75,-300.00,D514RH20,GTA511,[1-06],PM6
2.97,3,-370.00,-342.50,D514RH20,GTA511,[1-06],PM6
2.98,3,-371.25,-390.00,D514RH20,GTA511,[1-06],PM6
2.99,3,-395.00,-422.50,D514RH20,GTA511,[1-06],PM6
3.00,3,-362.50,-480.00,D514RH20,GTA511,[1-06],PM6
3.01,3,-327.50,-527.50,D514RH20,GTA511,[1-06],PM6
3.02,3,-323.75,-557.50,D514RH20,GTA511,[1-06],PM6
3.03,3,-313.75,-587.50,D514RH20,GTA511,[1-06],PM6
3.04,3,-320.00,-618.75,D514RH20,GTA511,[1-06],PM6
3.05,3,-332.50,-632.50,D514RH20,GTA511,[1-06],PM6
3.06,3,-351.25,-655.00,D514RH20,GTA511,[1-06],PM6
3.07,3,-401.25,-666.25,D514RH20,GTA511,[1-06],PM6
3.08,3,-400.00,-703.75,D514RH20,GTA511,[1-06],PM6
3.09,3,-365.00,-732.50,D514RH20,GTA511,[1-06],PM6
3.10,3,-352.50,-751.25,D514RH20,GTA511,[1-06],PM6
3.11,3,-308.75,-756.25,D514RH20,GTA511,[1-06],PM6
3.12,3,-288.75,-751.25,D514RH20,GTA511,[1-06],PM6
3.13,3,-300.00,-737.50,D514RH20,GTA511,[1-06],PM6
3.14,3,-296.25,-743.75,D514RH20,GTA511,[1-06],PM6
3.15,3,-311.25,-740.00,D514RH20,GTA511,[1-06],PM6
3.16,3,-358.75,-735.00,D514RH20,GTA511,[1-06],PM6
3.17,3,-365.00,-746.25,D514RH20,GTA511,[1-06],PM6
3.18,3,-351.25,-756.25,D514RH20,GTA511,[1-06],PM6
3.19,3,-317.50,-772.50,D514RH20,GTA511,[1-06],PM6
3.20,3,-303.75,-772.50,D514RH20,GTA511,[1-06],PM6
3.21,3,-287.50,-766.25,D514RH20,GTA511,[1-06],PM6
3.22,3,-278.75,-752.50,D514RH20,GTA511,[1-06],PM6
3.23,3,-283.75,-746.25,D514RH20,GTA511,[1-06],PM6
3.24,3,-308.75,-745.00,D514RH20,GTA511,[1-06],PM6
3.25,3,-345.00,-736.25,D514RH20,GTA511,[1-06],PM6
3.26,3,-343.75,-743.75,D514RH20,GTA511,[1-06],PM6
3.27,3,-328.75,-766.25,D514RH20,GTA511,[1-06],PM6
3.28,3,-310.00,-765.00,D514RH20,GTA511,[1-06],PM6
3.29,3,-291.25,-765.00,D514RH20,GTA511,[1-06],PM6
3.30,3,-287.50,-762.50,D514RH20,GTA511,[1-06],PM6
3.31,3,-272.50,-752.50,D514RH20,GTA511,[1-06],PM6
3.32,3,-282.50,-747.50,D514RH20,GTA511,[1-06],PM6
3.33,3,-311.25,-740.00,D514RH20,GTA511,[1-06],PM6
3.34,3,-343.75,-733.75,D514RH20,GTA511,[1-06],PM6
3.35,3,-347.50,-753.75,D514RH20,GTA511,[1-06],PM6
3.36,3,-332.50,-753.75,D514RH20,GTA511,[1-06],PM6
3.37,3,-303.75,-770.00,D514RH20,GTA511,[1-06],PM6
3.38,3,-286.25,-766.25,D514RH20,GTA511,[1-06],PM6
3.39,3,-283.75,-755.00,D514RH20,GTA511,[1-06],PM6
3.40,3,-281.25,-756.25,D514RH20,GTA511,[1-06],PM6
3.41,3,-290.00,-748.75,D514RH20,GTA511,[1-06],PM6
3.42,3,-312.50,-746.25,D514RH20,GTA511,[1-06],PM6
3.43,3,-350.00,-736.25,D514RH20,GTA511,[1-06],PM6
3.44,3,-351.25,-747.50,D514RH20,GTA511,[1-06],PM6
3.45,3,-331.25,-758.75,D514RH20,GTA511,[1-06],PM6
3.46,3,-302.50,-768.75,D514RH20,GTA511,[1-06],PM6
3.47,3,-283.75,-768.75,D514RH20,GTA511,[1-06],PM6
3.48,3,-278.75,-761.25,D514RH20,GTA511,[1-06],PM6
3.49,3,-278.75,-752.50,D514RH20,GTA511,[1-06],PM6
3.50,3,-287.50,-742.50,D514RH20,GTA511,[1-06],PM6
3.51,3,-326.25,-736.25,D514RH20,GTA511,[1-06],PM6
3.52,3,-356.25,-746.25,D514RH20,GTA511,[1-06],PM6
3.53,3,-361.25,-753.75,D514RH20,GTA511,[1-06],PM6
3.54,3,-341.25,-760.00,D514RH20,GTA511,[1-06],PM6
3.55,3,-307.50,-771.25,D514RH20,GTA511,[1-06],PM6
3.56,3,-283.75,-778.75,D514RH20,GTA511,[1-06],PM6
3.57,3,-283.75,-757.50,D514RH20,GTA511,[1-06],PM6
3.58,3,-301.25,-751.25,D514RH20,GTA511,[1-06],PM6
3.59,3,-310.00,-750.00,D514RH20,GTA511,[1-06],PM6
3.60,3,-337.50,-735.00,D514RH20,GTA511,[1-06],PM6
3.61,3,-360.00,-747.50,D514RH20,GTA511,[1-06],PM6
3.62,3,-362.50,-752.50,D514RH20,GTA511,[1-06],PM6
3.63,3,-347.50,-768.75,D514RH20,GTA511,[1-06],PM6
3.64,3,-313.75,-765.00,D514RH20,GTA511,[1-06],PM6
3.65,3,-291.25,-758.75,D514RH20,GTA511,[1-06],PM6
3.66,3,-288.75,-765.00,D514RH20,GTA511,[1-06],PM6
3.67,3,-298.75,-750.00,D514RH20,GTA511,[1-06],PM6
3.68,3,-315.00,-740.00,D514RH20,GTA511,[1-06],PM6
3.69,3,-346.25,-741.25,D514RH20,GTA511,[1-06],PM6
3.70,3,-360.00,-743.75,D514RH20,GTA511,[1-06],PM6
3.71,3,-353.75,-765.00,D514RH20,GTA511,[1-06],PM6
3.72,3,-327.50,-761.25,D514RH20,GTA511,[1-06],PM6
3.73,3,-302.50,-760.00,D514RH20,GTA511,[1-06],PM6
3.74,3,-285.00,-762.50,D514RH20,GTA511,[1-06],PM6
3.75,3,-282.50,-755.00,D514RH20,GTA511,[1-06],PM6
3.76,3,-296.25,-751.25,D514RH20,GTA511,[1-06],PM6
3.77,3,-333.75,-731.25,D514RH20,GTA511,[1-06],PM6
3.78,3,-355.00,-742.50,D514RH20,GTA511,[1-06],PM6
3.79,3,-345.00,-758.75,D514RH20,GTA511,[1-06],PM6
3.80,3,-340.00,-758.75,D514RH20,GTA511,[1-06],PM6
3.81,3,-333.75,-765.00,D514RH20,GTA511,[1-06],PM6
3.82,3,-307.50,-773.75,D514RH20,GTA511,[1-06],PM6
3.83,3,-288.75,-761.25,D514RH20,GTA511,[1-06],PM6
3.84,3,-287.50,-761.25,D514RH20,GTA511,[1-06],PM6
3.85,3,-296.25,-750.00,D514RH20,GTA511,[1-06],PM6
3.86,3,-313.75,-736.25,D514RH20,GTA511,[1-06],PM6
3.87,3,-351.25,-741.25,D514RH20,GTA511,[1-06],PM6
3.88,3,-352.50,-747.50,D514RH20,GTA511,[1-06],PM6
